index,failure_probability,ml_prediction,expert_score,final_status
650,0.0005390139413066208,0,2,NORMAL
651,0.00022174384503159672,0,1,NORMAL
652,0.0008654262055642903,0,12,HIGH RISK
653,0.0002629155060276389,0,4,WARNING
654,0.0003709921147674322,0,1,NORMAL
655,0.00021902064327150583,0,3,NORMAL
656,0.0003817449032794684,0,2,NORMAL
657,0.0001836328738136217,0,1,NORMAL
658,0.00019123719539493322,0,0,NORMAL
659,0.00016143801622092724,0,2,NORMAL
660,0.0006815873784944415,0,5,WARNING
661,0.0004039173945784569,0,1,NORMAL
662,0.00012430096103344113,0,4,WARNING
663,0.0008673968259245157,0,1,NORMAL
664,0.00045199456508271396,0,3,NORMAL
665,0.000373264861991629,0,1,NORMAL
666,0.00026300878380425274,0,0,NORMAL
667,0.0004371116228867322,0,1,NORMAL
668,0.0007981323287822306,0,0,NORMAL
669,0.0006879288703203201,0,1,NORMAL
670,0.00035339395981281996,0,1,NORMAL
671,0.0003834959352388978,0,4,WARNING
672,0.0015239553758874536,0,1,NORMAL
673,0.001347763231024146,0,1,NORMAL
674,0.0007872982532717288,0,2,NORMAL
675,0.0005789740243926644,0,3,NORMAL
676,0.0005056218360550702,0,6,WARNING
677,0.0002910815819632262,0,3,NORMAL
678,0.0005938029498793185,0,1,NORMAL
679,0.0017551664495840669,0,1,NORMAL
680,0.0006679829093627632,0,5,WARNING
681,0.000882232969161123,0,11,WARNING
682,0.0006333942874334753,0,7,WARNING
683,0.00103028176818043,0,7,WARNING
684,0.0011222835164517164,0,3,NORMAL
685,0.0029466920532286167,0,1,NORMAL
686,0.001180964638479054,0,2,NORMAL
687,0.00168952951207757,0,0,NORMAL
688,0.0028315908275544643,0,1,NORMAL
689,0.0023331015836447477,0,1,NORMAL
690,0.0011829067952930927,0,3,NORMAL
691,0.0009508377988822758,0,1,NORMAL
692,0.0005098544061183929,0,2,NORMAL
693,0.0021736554335802794,0,10,WARNING
694,0.009759408421814442,0,7,WARNING
695,0.019029270857572556,0,4,WARNING
696,0.08889061212539673,0,9,WARNING
697,0.16918650269508362,0,5,WARNING
698,0.04935774579644203,0,2,NORMAL
699,0.354620099067688,0,4,WARNING
700,0.12799718976020813,0,5,WARNING
701,0.17791427671909332,0,0,NORMAL
702,0.45365387201309204,0,3,NORMAL
703,0.880065381526947,1,8,WARNING
704,0.9493455290794373,1,13,HIGH RISK
705,0.8774239420890808,1,8,WARNING
706,0.0006567970849573612,0,2,NORMAL
707,0.6295796036720276,0,2,NORMAL
708,0.5611388087272644,0,2,NORMAL
709,0.867586612701416,1,4,WARNING
710,0.5881980657577515,0,7,WARNING
711,0.6305569410324097,0,3,NORMAL
712,0.7282918691635132,1,5,WARNING
713,0.5386698842048645,0,6,WARNING
714,0.5902993083000183,0,3,NORMAL
715,0.44753286242485046,0,5,WARNING
716,0.782271146774292,1,8,WARNING
717,0.6068562269210815,0,3,NORMAL
718,0.9352047443389893,1,14,HIGH RISK
719,0.212264284491539,0,5,WARNING
720,7.852965063648298e-05,0,1,NORMAL
721,7.860217010602355e-05,0,0,NORMAL
722,9.428289922652766e-05,0,0,NORMAL
723,3.567584280972369e-05,0,7,WARNING
724,8.154264651238918e-05,0,4,WARNING
725,6.208162812981755e-05,0,1,NORMAL
726,7.03372570569627e-05,0,1,NORMAL
727,4.730794171337038e-05,0,3,NORMAL
728,7.474166341125965e-05,0,2,NORMAL
729,0.00010326692427042872,0,2,NORMAL
730,5.091526691103354e-05,0,2,NORMAL
731,6.0770085838157684e-05,0,0,NORMAL
732,8.531045750714839e-05,0,2,NORMAL
733,0.00010800474410643801,0,2,NORMAL
734,6.720398232573643e-05,0,3,NORMAL
735,4.725559483631514e-05,0,1,NORMAL
736,6.56642732792534e-05,0,1,NORMAL
737,0.00019668648019433022,0,5,WARNING
738,6.214417953742668e-05,0,2,NORMAL
739,5.34655773662962e-05,0,7,WARNING
740,5.987022814224474e-05,0,1,NORMAL
741,9.690457955002785e-05,0,4,WARNING
742,9.581381891621277e-05,0,5,WARNING
743,0.00013124512042850256,0,4,WARNING
744,9.643702651374042e-05,0,3,NORMAL
745,7.902733341325074e-05,0,0,NORMAL
746,7.401445327559486e-05,0,4,WARNING
747,8.692441042512655e-05,0,4,WARNING
748,5.003915794077329e-05,0,0,NORMAL
749,0.00010926534014288336,0,1,NORMAL
750,0.000142153978231363,0,1,NORMAL
751,0.0001929629797814414,0,0,NORMAL
752,9.924703772412613e-05,0,0,NORMAL
753,0.00016109402349684387,0,1,NORMAL
754,6.21041253907606e-05,0,3,NORMAL
755,0.00015834454097785056,0,4,WARNING
756,0.0001526480627944693,0,1,NORMAL
757,0.0001902732183225453,0,1,NORMAL
758,8.603649621363729e-05,0,1,NORMAL
759,4.8575137043371797e-05,0,2,NORMAL
760,0.00020922812109347433,0,2,NORMAL
761,0.0001283958408748731,0,4,WARNING
762,0.00021826056763529778,0,1,NORMAL
763,0.00013835181016474962,0,1,NORMAL
764,0.00012187555694254115,0,0,NORMAL
765,0.00014021727838553488,0,2,NORMAL
766,0.00012312448234297335,0,4,WARNING
767,0.00021145828941371292,0,2,NORMAL
768,0.00046870613005012274,0,7,WARNING
769,6.607116665691137e-05,0,3,NORMAL
770,0.000145731057273224,0,0,NORMAL
771,0.00033512289519421756,0,3,NORMAL
772,0.0002768654958344996,0,2,NORMAL
773,0.00033376365900039673,0,1,NORMAL
774,0.00030111143132671714,0,4,WARNING
775,0.0003911266685463488,0,0,NORMAL
776,0.0004478369955904782,0,2,NORMAL
777,0.00035888812271878123,0,7,WARNING
778,0.0006047494243830442,0,4,WARNING
779,0.0007596025825478137,0,4,WARNING
780,0.00026440140209160745,0,7,WARNING
781,0.00032299431040883064,0,2,NORMAL
782,0.0009208566043525934,0,1,NORMAL
783,0.0008378257043659687,0,0,NORMAL
784,0.0018749822629615664,0,10,WARNING
785,0.005168731324374676,0,5,WARNING
786,0.001704229973256588,0,6,WARNING
787,0.0009070353116840124,0,3,NORMAL
788,0.0017529497854411602,0,1,NORMAL
789,0.008396049030125141,0,4,WARNING
790,0.003069416619837284,0,4,WARNING
791,0.013715035282075405,0,1,NORMAL
792,0.01266467571258545,0,1,NORMAL
793,0.010059061460196972,0,3,NORMAL
794,0.0029185612220317125,0,1,NORMAL
795,0.010025044903159142,0,5,WARNING
796,0.018948877230286598,0,1,NORMAL
797,0.0024055109824985266,0,4,WARNING
798,0.00352921593002975,0,0,NORMAL
799,0.000471332052256912,0,2,NORMAL
800,0.00016040857008192688,0,1,NORMAL
801,0.00033840807736851275,0,1,NORMAL
802,0.0019235049840062857,0,9,WARNING
803,0.0008473399793729186,0,10,WARNING
804,0.00015057659766171128,0,6,WARNING
805,0.00021980325982440263,0,1,NORMAL
806,0.00023123908613342792,0,2,NORMAL
807,0.0002321532228961587,0,2,NORMAL
808,0.00018963225011248142,0,2,NORMAL
809,0.0003501684113871306,0,5,WARNING
810,0.0006034220568835735,0,11,WARNING
811,0.0003205701650585979,0,5,WARNING
812,0.000234738239669241,0,3,NORMAL
813,0.0005110642523504794,0,5,WARNING
814,0.00012622926442418247,0,1,NORMAL
815,0.00044838336179964244,0,2,NORMAL
816,0.0005601162556558847,0,3,NORMAL
817,0.00018597715825308114,0,1,NORMAL
818,0.0007883215439505875,0,5,WARNING
819,0.0009654550231061876,0,6,WARNING
820,0.00019466812955215573,0,7,WARNING
821,0.000533941900357604,0,2,NORMAL
822,0.0004207454330753535,0,3,NORMAL
823,0.0002103627339238301,0,3,NORMAL
824,0.0005260256002657115,0,3,NORMAL
825,0.0008842629031278193,0,3,NORMAL
826,0.0009808820905163884,0,3,NORMAL
827,0.0006674127071164548,0,1,NORMAL
828,0.0008100912673398852,0,7,WARNING
829,0.0005377320921979845,0,1,NORMAL
830,0.0014931585174053907,0,2,NORMAL
831,0.0018270488362759352,0,7,WARNING
832,0.00040584782254882157,0,3,NORMAL
833,0.0008816489716991782,0,2,NORMAL
834,0.0013825544156134129,0,3,NORMAL
835,0.0012365103466436267,0,2,NORMAL
836,0.0022434100974351168,0,1,NORMAL
837,0.000893539225216955,0,1,NORMAL
838,0.0008973465883173048,0,2,NORMAL
839,0.0006408197223208845,0,3,NORMAL
840,0.0021640686318278313,0,10,WARNING
841,0.0013268699403852224,0,4,WARNING
842,0.00024954494438134134,0,7,WARNING
843,0.0013827591901645064,0,3,NORMAL
844,0.0007379923481494188,0,6,WARNING
845,0.004998526535928249,0,13,HIGH RISK
846,0.004906125366687775,0,9,WARNING
847,0.003778063226491213,0,5,WARNING
848,0.0034899453166872263,0,3,NORMAL
849,0.0012106928043067455,0,3,NORMAL
850,0.002169938525184989,0,3,NORMAL
851,0.000472735904622823,0,3,NORMAL
852,0.0007065062527544796,0,4,WARNING
853,0.0018809277098625898,0,5,WARNING
854,0.0028846377972513437,0,1,NORMAL
855,0.004840080626308918,0,3,NORMAL
856,0.0036094633396714926,0,4,WARNING
857,0.0033887058962136507,0,2,NORMAL
858,0.003651192644611001,0,3,NORMAL
859,0.0010144442785531282,0,5,WARNING
860,0.0008713486604392529,0,2,NORMAL
861,0.0016474544536322355,0,3,NORMAL
862,0.002495960798114538,0,3,NORMAL
863,0.0025363510940223932,0,2,NORMAL
864,0.003998627420514822,0,2,NORMAL
865,0.00384087604470551,0,5,WARNING
866,0.00297552184201777,0,2,NORMAL
867,0.021122150123119354,0,6,WARNING
868,0.02053588256239891,0,3,NORMAL
869,0.025180263444781303,0,3,NORMAL
870,0.016575967893004417,0,1,NORMAL
871,0.01581498421728611,0,3,NORMAL
872,0.014118371531367302,0,3,NORMAL
873,0.013059999793767929,0,4,WARNING
874,0.031629111617803574,0,4,WARNING
875,0.032673779875040054,0,4,WARNING
876,0.014673654921352863,0,4,WARNING
877,0.006349111441522837,0,2,NORMAL
878,0.009455743245780468,0,4,WARNING
879,0.011967062018811703,0,3,NORMAL
880,0.0010048766853287816,0,1,NORMAL
881,0.0014493908965960145,0,5,WARNING
882,0.0008166112820617855,0,3,NORMAL
883,0.0002909140021074563,0,2,NORMAL
884,0.0008164183236658573,0,1,NORMAL
885,0.002960667246952653,0,10,WARNING
886,0.00042746536200866103,0,5,WARNING
887,0.0004029351694043726,0,0,NORMAL
888,0.0015026024775579572,0,4,WARNING
889,0.0008885128190740943,0,4,WARNING
890,0.0007851892150938511,0,0,NORMAL
891,0.0012132111005485058,0,1,NORMAL
892,0.0009780415566638112,0,1,NORMAL
893,0.0008199876174330711,0,0,NORMAL
894,0.0013976276386529207,0,1,NORMAL
895,0.0011212896788492799,0,1,NORMAL
896,0.0010153111070394516,0,7,WARNING
897,0.0012302135583013296,0,5,WARNING
898,0.0005616272683255374,0,2,NORMAL
899,0.0011005832348018885,0,1,NORMAL
900,0.000588469672948122,0,2,NORMAL
901,0.005815367680042982,0,6,WARNING
902,0.0006658086203970015,0,1,NORMAL
903,0.011335049755871296,0,5,WARNING
904,0.005053693428635597,0,4,WARNING
905,0.005581901874393225,0,4,WARNING
906,0.0031609477009624243,0,2,NORMAL
907,0.005532871000468731,0,6,WARNING
908,0.010914376005530357,0,3,NORMAL
909,0.0029289494268596172,0,4,WARNING
910,0.010262890718877316,0,2,NORMAL
911,0.007154170423746109,0,2,NORMAL
912,0.009482152760028839,0,1,NORMAL
913,0.01119355857372284,0,1,NORMAL
914,0.008234645240008831,0,1,NORMAL
915,0.014246425591409206,0,1,NORMAL
916,0.007457688916474581,0,2,NORMAL
917,0.004295984748750925,0,0,NORMAL
918,0.003202545689418912,0,4,WARNING
919,0.024368977174162865,0,12,HIGH RISK
920,0.01254893746227026,0,2,NORMAL
921,0.045497819781303406,0,5,WARNING
922,0.41047224402427673,0,7,WARNING
923,0.2119593471288681,0,3,NORMAL
924,0.3499022126197815,0,3,NORMAL
925,0.3746870458126068,0,0,NORMAL
926,0.5585640668869019,0,5,WARNING
927,0.5169745683670044,0,3,NORMAL
928,0.7737475633621216,1,6,WARNING
929,0.4678686559200287,0,6,WARNING
930,0.29657235741615295,0,0,NORMAL
931,0.2409372478723526,0,2,NORMAL
932,0.7438139319419861,1,6,WARNING
933,0.3309873342514038,0,3,NORMAL
934,0.5752341151237488,0,4,WARNING
935,0.08545871078968048,0,3,NORMAL
936,0.4713161885738373,0,3,NORMAL
937,0.6182669997215271,0,2,NORMAL
938,0.7656512260437012,1,6,WARNING
939,0.9609232544898987,1,10,WARNING
940,0.001993169542402029,0,8,WARNING
941,0.6408915519714355,0,2,NORMAL
942,0.46215373277664185,0,6,WARNING
943,0.5827590823173523,0,4,WARNING
944,0.8445525765419006,1,6,WARNING
945,0.9570922255516052,1,9,WARNING
946,0.002422889694571495,0,3,NORMAL
947,0.49857044219970703,0,2,NORMAL
948,0.33732718229293823,0,4,WARNING
949,0.4406561553478241,0,4,WARNING
950,0.36668112874031067,0,2,NORMAL
951,0.31928396224975586,0,2,NORMAL
952,0.6194415092468262,0,3,NORMAL
953,0.49613261222839355,0,6,WARNING
954,0.6380207538604736,0,2,NORMAL
955,0.29106977581977844,0,4,WARNING
956,0.7204714417457581,1,5,WARNING
957,0.6263672113418579,0,4,WARNING
958,0.3229699730873108,0,4,WARNING
959,0.2489970177412033,0,2,NORMAL
960,0.00012595705629792064,0,4,WARNING
961,7.786932837916538e-05,0,2,NORMAL
962,9.53422422753647e-05,0,4,WARNING
963,0.00014957203529775143,0,2,NORMAL
964,0.0005413808976300061,0,11,WARNING
965,0.000522264395840466,0,3,NORMAL
966,0.00011451623868197203,0,3,NORMAL
967,0.00013285178283695132,0,6,WARNING
968,0.0004347604117356241,0,6,WARNING
969,0.0002016401122091338,0,7,WARNING
970,0.00029892727616243064,0,4,WARNING
971,0.0004462300566956401,0,9,WARNING
972,0.00012975042045582086,0,7,WARNING
973,0.00036970555083826184,0,4,WARNING
974,0.0005457557854242623,0,10,WARNING
975,0.000293326418614015,0,12,HIGH RISK
976,0.00012303798575885594,0,6,WARNING
977,0.0003266736457590014,0,5,WARNING
978,0.00026621148572303355,0,6,WARNING
979,0.00029603924485854805,0,5,WARNING
980,0.00031462329206988215,0,9,WARNING
981,0.00010427814413560554,0,4,WARNING
982,0.00017975630180444568,0,2,NORMAL
983,0.00036723125958815217,0,4,WARNING
984,8.932335913414136e-05,0,6,WARNING
985,0.00011390863073756918,0,2,NORMAL
986,0.0007328300853259861,0,6,WARNING
987,0.00016545102698728442,0,6,WARNING
988,0.0005429320153780282,0,2,NORMAL
989,0.00019667766173370183,0,4,WARNING
990,0.0005144706228747964,0,3,NORMAL
991,0.0006146854721009731,0,2,NORMAL
992,0.0003836255636997521,0,12,HIGH RISK
993,0.000628556648734957,0,8,WARNING
994,0.0005951100611127913,0,6,WARNING
995,0.0004977210774086416,0,4,WARNING
996,0.0004795831046067178,0,2,NORMAL
997,0.0006329540628939867,0,8,WARNING
998,0.00028634502086788416,0,2,NORMAL
999,0.0003168574476148933,0,3,NORMAL
